loc_code,date,ht_bottom_horizon,ht_top_horizon,horizon_thickness,meas_wt,meas_temp
6,6/14/05,1,1.1,0.1,507,0
6,6/14/05,1.1,1.2,0.1,550,0
6,6/14/05,1.2,1.3,0.1,501,0
6,6/14/05,1.3,1.3,0,NaN,0
ssw,6/16/05,0,0,0,NaN,0
ssw,6/16/05,0,0.1,0.1,547,0
ssw,6/16/05,0.1,0.2,0.1,487,0
ssw,6/16/05,0.2,0.3,0.1,503,0
ssw,6/16/05,0.3,0.4,0.1,530,0
ssw,6/16/05,0.4,0.4,0,NaN,NaN
6,6/21/05,0,0,0,NaN,0
6,6/21/05,0,0.1,0.1,450,0
6,6/21/05,0.1,0.2,0.1,476,0
6,6/21/05,0.2,0.3,0.1,476,0
6,6/21/05,0.3,0.4,0.1,495,0
6,6/21/05,0.4,0.5,0.1,501,0
6,6/21/05,0.5,0.6,0.1,466,0
6,6/21/05,0.6,0.7,0.1,506,0
6,6/21/05,0.7,0.8,0.1,536,0
6,6/21/05,0.8,0.8,0,NaN,NaN
ssw,12/1/05,0,0,0,NaN,0
ssw,12/1/05,0,0.1,0.1,395,-2
ssw,12/1/05,0.1,0.2,0.1,395,-2
ssw,12/1/05,0.2,0.3,0.1,355,-5
ssw,12/1/05,0.3,0.4,0.1,324,-5
ssw,12/1/05,0.4,0.5,0.1,352,-6
ssw,12/1/05,0.5,0.6,0.1,344,-9
ssw,12/1/05,0.6,0.7,0.1,320,-9
ssw,12/1/05,0.7,0.8,0.1,400,-10
ssw,12/1/05,0.8,0.9,0.1,394,-10
ssw,12/1/05,0.9,1,0.1,156,-12
ssw,12/1/05,1,1.1,0.1,197,-13
ssw,12/1/05,1.1,1.23,0.13,135,-8
ssw,12/1/05,1.23,1.23,0,NaN,-8
ssw,12/13/05,0,0,0,NaN,-1
ssw,12/13/05,0,0.1,0.1,330,-1
ssw,12/13/05,0.1,0.2,0.1,359,-2
ssw,12/13/05,0.2,0.3,0.1,355,-3
ssw,12/13/05,0.3,0.4,0.1,381,-4
ssw,12/13/05,0.4,0.5,0.1,356,-4
ssw,12/13/05,0.5,0.6,0.1,367,-5
ssw,12/13/05,0.6,0.7,0.1,408,-7
ssw,12/13/05,0.7,0.8,0.1,302,-7
ssw,12/13/05,0.8,0.9,0.1,261,-8
ssw,12/13/05,0.9,1,0.1,243,-9
ssw,12/13/05,1,1.1,0.1,301,-10
ssw,12/13/05,1.1,1.2,0.1,299,-11
ssw,12/13/05,1.2,1.3,0.1,248,-10
ssw,12/13/05,1.3,1.4,0.1,248,-8
ssw,12/13/05,1.4,1.45,0.05,224,-9
ssw,12/13/05,1.45,1.45,0,NaN,-10
ssw,1/11/06,0,0.1,0.1,380,-1
ssw,1/11/06,0.1,0.2,0.1,380,-1
ssw,1/11/06,0.2,0.3,0.1,404,-2
ssw,1/11/06,0.3,0.4,0.1,365,-3
ssw,1/11/06,0.4,0.5,0.1,410,-3
ssw,1/11/06,0.5,0.6,0.1,365,-3
ssw,1/11/06,0.6,0.7,0.1,375,-4
ssw,1/11/06,0.7,0.8,0.1,405,-4
ssw,1/11/06,0.8,0.9,0.1,385,-4
ssw,1/11/06,0.9,1,0.1,372,-4
ssw,1/11/06,1,1.1,0.1,360,-5
ssw,1/11/06,1.1,1.2,0.1,380,-5
ssw,1/11/06,1.2,1.3,0.1,378,-7
ssw,1/11/06,1.3,1.4,0.1,395,-7
ssw,1/11/06,1.4,1.5,0.1,313,-7
ssw,1/11/06,1.5,1.6,0.1,307,-9
ssw,1/11/06,1.6,1.7,0.1,260,-9
ssw,1/11/06,1.7,1.8,0.1,267,-9
ssw,1/11/06,1.8,1.9,0.1,220,-9
ssw,1/11/06,1.9,2,0.1,307,-9
ssw,1/11/06,2,2,0,NaN,-7
6,1/24/06,0,0,0,NaN,-3
6,1/24/06,0,0.1,0.1,305,-4
6,1/24/06,0.1,0.2,0.1,355,-5
6,1/24/06,0.2,0.3,0.1,370,-5
6,1/24/06,0.3,0.4,0.1,359,-6
6,1/24/06,0.4,0.5,0.1,419,-7
6,1/24/06,0.5,0.6,0.1,371,-8
6,1/24/06,0.6,0.7,0.1,408,-9
6,1/24/06,0.7,0.8,0.1,420,-9
6,1/24/06,0.8,0.9,0.1,447,-11
6,1/24/06,0.9,1,0.1,385,-12
6,1/24/06,1,1.1,0.1,305,-13
6,1/24/06,1.1,1.2,0.1,396,-11
6,1/24/06,1.2,1.2,0,NaN,NaN
ssw,1/26/06,0,0,0,NaN,0
ssw,1/26/06,0,0.1,0.1,389,-1
ssw,1/26/06,0.1,0.2,0.1,389,-1
ssw,1/26/06,0.2,0.3,0.1,335,-1
ssw,1/26/06,0.3,0.4,0.1,400,-2
ssw,1/26/06,0.4,0.5,0.1,453,-2
ssw,1/26/06,0.5,0.6,0.1,431,-4
ssw,1/26/06,0.6,0.7,0.1,397,-4
ssw,1/26/06,0.7,0.8,0.1,427,-4
ssw,1/26/06,0.8,0.9,0.1,422,-5
ssw,1/26/06,0.9,1,0.1,420,-5
ssw,1/26/06,1,1.1,0.1,469,-5
ssw,1/26/06,1.1,1.2,0.1,420,-6
ssw,1/26/06,1.2,1.3,0.1,460,-6
ssw,1/26/06,1.3,1.4,0.1,409,-6
ssw,1/26/06,1.4,1.5,0.1,382,-8
ssw,1/26/06,1.5,1.6,0.1,410,-8
ssw,1/26/06,1.6,1.7,0.1,370,-8
ssw,1/26/06,1.7,1.8,0.1,390,-8
ssw,1/26/06,1.8,1.9,0.1,362,-10
ssw,1/26/06,1.9,2,0.1,355,-10
ssw,1/26/06,2,2.1,0.1,249,-10
ssw,1/26/06,2.1,2.2,0.1,179,-7
ssw,1/26/06,2.2,2.2,0,NaN,-4
ssw,2/9/06,0,0,0,NaN,0
ssw,2/9/06,0,0.1,0.1,359,-1
ssw,2/9/06,0.1,0.2,0.1,359,-1
ssw,2/9/06,0.2,0.3,0.1,351,-2
ssw,2/9/06,0.3,0.4,0.1,394,-3
ssw,2/9/06,0.4,0.5,0.1,418,-3
ssw,2/9/06,0.5,0.6,0.1,376,-3
ssw,2/9/06,0.6,0.7,0.1,389,-4
ssw,2/9/06,0.7,0.8,0.1,412,-4
ssw,2/9/06,0.8,0.9,0.1,384,-4
ssw,2/9/06,0.9,1,0.1,365,-5
ssw,2/9/06,1,1.1,0.1,395,-5
ssw,2/9/06,1.1,1.2,0.1,390,-6
ssw,2/9/06,1.2,1.3,0.1,381,-6
ssw,2/9/06,1.3,1.4,0.1,361,-6
ssw,2/9/06,1.4,1.5,0.1,357,-6.5
ssw,2/9/06,1.5,1.6,0.1,363,-6.5
ssw,2/9/06,1.6,1.7,0.1,392,-7
ssw,2/9/06,1.7,1.8,0.1,345,-8
ssw,2/9/06,1.8,1.9,0.1,286,-8
ssw,2/9/06,1.9,2,0.1,292,-8
ssw,2/9/06,2,2.1,0.1,352,-9
ssw,2/9/06,2.1,2.2,0.1,314,-9
ssw,2/9/06,2.2,2.3,0.1,215,-10
ssw,2/9/06,2.3,2.4,0.1,219,-10
ssw,2/9/06,2.4,2.5,0.1,203,-10
ssw,2/9/06,2.5,2.5,0,NaN,-5
6,2/23/06,0,0,0,NaN,-5
6,2/23/06,0,0.1,0.1,395,-5
6,2/23/06,0.1,0.2,0.1,395,-5
6,2/23/06,0.2,0.3,0.1,350,-6
6,2/23/06,0.3,0.4,0.1,445,-8
6,2/23/06,0.4,0.5,0.1,415,-8
6,2/23/06,0.5,0.6,0.1,350,-9
6,2/23/06,0.6,0.7,0.1,365,-11
6,2/23/06,0.7,0.8,0.1,378,-12
6,2/23/06,0.8,0.9,0.1,404,-8
6,2/23/06,0.9,1,0.1,402,-8
6,2/23/06,1,1.1,0.1,405,-9
6,2/23/06,1.1,1.1,0,NaN,-9
ssw,2/23/06,0,0,0,NaN,0
ssw,2/23/06,0,0.1,0.1,360,-1
ssw,2/23/06,0.1,0.2,0.1,363,-1
ssw,2/23/06,0.2,0.3,0.1,362,-1
ssw,2/23/06,0.3,0.4,0.1,367,-3
ssw,2/23/06,0.4,0.5,0.1,446,-2
ssw,2/23/06,0.5,0.6,0.1,387,-3
ssw,2/23/06,0.6,0.7,0.1,387,-4
ssw,2/23/06,0.7,0.8,0.1,384,-4
ssw,2/23/06,0.8,0.9,0.1,NaN,NaN
ssw,2/23/06,0.9,1,0.1,403,-4
ssw,2/23/06,1,1.1,0.1,410,-5
ssw,2/23/06,1.1,1.2,0.1,467,-5
ssw,2/23/06,1.2,1.3,0.1,428,-5
ssw,2/23/06,1.3,1.4,0.1,391,-6
ssw,2/23/06,1.4,1.5,0.1,437,-6
ssw,2/23/06,1.5,1.6,0.1,375,-6
ssw,2/23/06,1.6,1.7,0.1,399,-7
ssw,2/23/06,1.7,1.8,0.1,357,-7
ssw,2/23/06,1.8,1.9,0.1,368,-7
ssw,2/23/06,1.9,2,0.1,324,-8
ssw,2/23/06,2,2.1,0.1,324,-9
ssw,2/23/06,2.1,2.2,0.1,331,-11
ssw,2/23/06,2.2,2.3,0.1,324,-10
ssw,2/23/06,2.3,2.4,0.1,305,-11
ssw,2/23/06,2.4,2.5,0.1,276,-12
ssw,2/23/06,2.5,2.6,0.1,255,-14
ssw,2/23/06,2.6,2.7,0.1,228,-8
ssw,2/23/06,2.7,2.7,0,NaN,NaN
ssw,3/9/06,0,0,0,NaN,0
ssw,3/9/06,0,0.1,0.1,325,-1
ssw,3/9/06,0.1,0.2,0.1,325,-2
ssw,3/9/06,0.2,0.3,0.1,325,-2
ssw,3/9/06,0.3,0.4,0.1,325,-2
ssw,3/9/06,0.4,0.5,0.1,325,-3
ssw,3/9/06,0.5,0.6,0.1,322,-3
ssw,3/9/06,0.6,0.7,0.1,327,-2
ssw,3/9/06,0.7,0.8,0.1,370,-3
ssw,3/9/06,0.8,0.9,0.1,373,-3
ssw,3/9/06,0.9,1,0.1,370,-3
ssw,3/9/06,1,1.1,0.1,370,-3
ssw,3/9/06,1.1,1.2,0.1,385,-4
ssw,3/9/06,1.2,1.3,0.1,375,-4
ssw,3/9/06,1.3,1.4,0.1,369,-4
ssw,3/9/06,1.4,1.5,0.1,369,-4
ssw,3/9/06,1.5,1.6,0.1,377,-4
ssw,3/9/06,1.6,1.7,0.1,353,-4
ssw,3/9/06,1.7,1.8,0.1,370,-4
ssw,3/9/06,1.8,1.9,0.1,312,-4
ssw,3/9/06,1.9,2,0.1,335,-4
ssw,3/9/06,2,2.1,0.1,365,-4
ssw,3/9/06,2.1,2.2,0.1,330,-5
ssw,3/9/06,2.2,2.3,0.1,328,-5
ssw,3/9/06,2.3,2.4,0.1,285,-5
ssw,3/9/06,2.4,2.5,0.1,305,-5
ssw,3/9/06,2.5,2.6,0.1,132,-5
ssw,3/9/06,2.6,2.7,0.1,125,-3
ssw,3/9/06,2.7,2.7,0,NaN,NaN
6,3/13/06,0,0,0,NaN,-3
6,3/13/06,0,0.1,0.1,425,-3
6,3/13/06,0.1,0.2,0.1,425,-3
6,3/13/06,0.2,0.3,0.1,382,-4
6,3/13/06,0.3,0.4,0.1,340,-5
6,3/13/06,0.4,0.5,0.1,455,-5
6,3/13/06,0.5,0.6,0.1,420,-6
6,3/13/06,0.6,0.7,0.1,336,-8
6,3/13/06,0.7,0.8,0.1,371,-8
6,3/13/06,0.8,0.9,0.1,390,-9
6,3/13/06,0.9,1,0.1,340,-9
6,3/13/06,1,1.1,0.1,368,-9
6,3/13/06,1.1,1.2,0.1,425,-9
6,3/13/06,1.2,1.3,0.1,246,-11
6,3/13/06,1.3,1.4,0.1,202,-13
6,3/13/06,1.4,1.4,0,NaN,-14
ssw,3/23/06,0,0,0,NaN,0
ssw,3/23/06,0,0.1,0.1,419,-1
ssw,3/23/06,0.1,0.2,0.1,419,-1
ssw,3/23/06,0.2,0.3,0.1,419,-1
ssw,3/23/06,0.3,0.4,0.1,421,-1
ssw,3/23/06,0.4,0.5,0.1,417,-1
ssw,3/23/06,0.5,0.6,0.1,441,-2
ssw,3/23/06,0.6,0.7,0.1,427,-2
ssw,3/23/06,0.7,0.8,0.1,441,-2
ssw,3/23/06,0.8,0.9,0.1,447,-3
ssw,3/23/06,0.9,1,0.1,476,-3
ssw,3/23/06,1,1.1,0.1,426,-3
ssw,3/23/06,1.1,1.2,0.1,436,-3
ssw,3/23/06,1.2,1.3,0.1,422,-3
ssw,3/23/06,1.3,1.4,0.1,418,-3
ssw,3/23/06,1.4,1.5,0.1,406,-3
ssw,3/23/06,1.5,1.6,0.1,392,-4
ssw,3/23/06,1.6,1.7,0.1,406,-4
ssw,3/23/06,1.7,1.8,0.1,377,-4
ssw,3/23/06,1.8,1.9,0.1,374,-4
ssw,3/23/06,1.9,2,0.1,383,-5
ssw,3/23/06,2,2.1,0.1,358,-5
ssw,3/23/06,2.1,2.2,0.1,322,-4
ssw,3/23/06,2.2,2.3,0.1,345,-5
ssw,3/23/06,2.3,2.4,0.1,289,-5
ssw,3/23/06,2.4,2.5,0.1,295,-4
ssw,3/23/06,2.5,2.6,0.1,293,-4
ssw,3/23/06,2.6,2.7,0.1,223,-5
ssw,3/23/06,2.7,2.8,0.1,195,-5
ssw,3/23/06,2.8,2.9,0.1,141,0
ssw,3/23/06,2.9,2.9,0,NaN,NaN
6,3/28/06,0,0,0,NaN,-4
6,3/28/06,0,0.1,0.1,398,-4
6,3/28/06,0.1,0.2,0.1,398,-4
6,3/28/06,0.2,0.3,0.1,392,-5
6,3/28/06,0.3,0.4,0.1,393,-5
6,3/28/06,0.4,0.5,0.1,451,-5
6,3/28/06,0.5,0.6,0.1,389,-6
6,3/28/06,0.6,0.7,0.1,371,-6
6,3/28/06,0.7,0.8,0.1,421,-6
6,3/28/06,0.8,0.9,0.1,407,-7
6,3/28/06,0.9,1,0.1,360,-7
6,3/28/06,1,1.1,0.1,351,-8
6,3/28/06,1.1,1.2,0.1,429,-8
6,3/28/06,1.2,1.3,0.1,415,-9
6,3/28/06,1.3,1.4,0.1,355,-9
6,3/28/06,1.4,1.5,0.1,265,-8
6,3/28/06,1.5,1.55,0.05,279,-2
6,3/28/06,1.55,1.55,0,NaN,0
ssw,4/6/06,0,0,0,NaN,0
ssw,4/6/06,0,0.1,0.1,391,-1
ssw,4/6/06,0.1,0.2,0.1,391,-1
ssw,4/6/06,0.2,0.3,0.1,391,-1
ssw,4/6/06,0.3,0.4,0.1,382,-1
ssw,4/6/06,0.4,0.5,0.1,422,-1
ssw,4/6/06,0.5,0.6,0.1,411,-1
ssw,4/6/06,0.6,0.7,0.1,418,-1
ssw,4/6/06,0.7,0.8,0.1,424,-1
ssw,4/6/06,0.8,0.9,0.1,442,-2
ssw,4/6/06,0.9,1,0.1,440,-1
ssw,4/6/06,1,1.1,0.1,434,-1
ssw,4/6/06,1.1,1.2,0.1,425,-2
ssw,4/6/06,1.2,1.3,0.1,420,-1
ssw,4/6/06,1.3,1.4,0.1,400,-1
ssw,4/6/06,1.4,1.5,0.1,401,-1
ssw,4/6/06,1.5,1.6,0.1,406,-1
ssw,4/6/06,1.6,1.7,0.1,389,-1
ssw,4/6/06,1.7,1.8,0.1,386,-2
ssw,4/6/06,1.8,1.9,0.1,388,-2
ssw,4/6/06,1.9,2,0.1,357,-2
ssw,4/6/06,2,2.1,0.1,367,-2
ssw,4/6/06,2.1,2.2,0.1,335,-2
ssw,4/6/06,2.2,2.3,0.1,302,-3
ssw,4/6/06,2.3,2.4,0.1,349,-5
ssw,4/6/06,2.4,2.5,0.1,281,-4
ssw,4/6/06,2.5,2.5,0,NaN,NaN
6,4/12/06,0,0,0,NaN,-4
6,4/12/06,0,0.1,0.1,410,-4
6,4/12/06,0.1,0.2,0.1,410,-5
6,4/12/06,0.2,0.3,0.1,430,-5
6,4/12/06,0.3,0.4,0.1,407,-5
6,4/12/06,0.4,0.5,0.1,440,-5
6,4/12/06,0.5,0.6,0.1,430,-5
6,4/12/06,0.6,0.7,0.1,450,-5
6,4/12/06,0.7,0.8,0.1,450,-6
6,4/12/06,0.8,0.9,0.1,440,-6
6,4/12/06,0.9,1,0.1,453,-6
6,4/12/06,1,1.1,0.1,414,-7
6,4/12/06,1.1,1.2,0.1,430,-7
6,4/12/06,1.2,1.3,0.1,444,-7
6,4/12/06,1.3,1.4,0.1,384,-7
6,4/12/06,1.4,1.5,0.1,315,-6
6,4/12/06,1.5,1.58,0.08,359,-3
6,4/12/06,1.58,1.58,0,NaN,-2
ssw,4/13/06,0,0,0,NaN,0
ssw,4/13/06,0,0.1,0.1,434,0
ssw,4/13/06,0.1,0.2,0.1,434,-1
ssw,4/13/06,0.2,0.3,0.1,439,0
ssw,4/13/06,0.3,0.4,0.1,413,-0.5
ssw,4/13/06,0.4,0.5,0.1,480,0
ssw,4/13/06,0.5,0.6,0.1,436,-1
ssw,4/13/06,0.6,0.7,0.1,464,0
ssw,4/13/06,0.7,0.8,0.1,477,-0.5
ssw,4/13/06,0.8,0.9,0.1,478,-0.5
ssw,4/13/06,0.9,1,0.1,490,-1
ssw,4/13/06,1,1.1,0.1,453,-1
ssw,4/13/06,1.1,1.2,0.1,439,-1
ssw,4/13/06,1.2,1.3,0.1,449,-1
ssw,4/13/06,1.3,1.4,0.1,440,-1
ssw,4/13/06,1.4,1.5,0.1,452,-1
ssw,4/13/06,1.5,1.6,0.1,370,-1
ssw,4/13/06,1.6,1.7,0.1,390,-1
ssw,4/13/06,1.7,1.8,0.1,418,-1
ssw,4/13/06,1.8,1.9,0.1,390,-1
ssw,4/13/06,1.9,2,0.1,379,-1
ssw,4/13/06,2,2.1,0.1,310,-0.5
ssw,4/13/06,2.1,2.2,0.1,332,0
ssw,4/13/06,2.2,2.3,0.1,470,0
ssw,4/13/06,2.3,2.3,0,NaN,NaN
ssw,4/20/06,0,0,0,NaN,0
ssw,4/20/06,0,0.1,0.1,405,0
ssw,4/20/06,0.1,0.2,0.1,405,0
ssw,4/20/06,0.2,0.3,0.1,418,0
ssw,4/20/06,0.3,0.4,0.1,400,-1
ssw,4/20/06,0.4,0.5,0.1,438,-1
ssw,4/20/06,0.5,0.6,0.1,450,-1
ssw,4/20/06,0.6,0.7,0.1,443,-1
ssw,4/20/06,0.7,0.8,0.1,476,-1
ssw,4/20/06,0.8,0.9,0.1,460,-1
ssw,4/20/06,0.9,1,0.1,440,-1
ssw,4/20/06,1,1.1,0.1,467,-1
ssw,4/20/06,1.1,1.2,0.1,440,-1
ssw,4/20/06,1.2,1.3,0.1,420,-1
ssw,4/20/06,1.3,1.4,0.1,434,-1
ssw,4/20/06,1.4,1.5,0.1,428,-1
ssw,4/20/06,1.5,1.6,0.1,402,-1
ssw,4/20/06,1.6,1.7,0.1,400,-1
ssw,4/20/06,1.7,1.8,0.1,384,-2
ssw,4/20/06,1.8,1.9,0.1,383,-2
ssw,4/20/06,1.9,2,0.1,360,-3
ssw,4/20/06,2,2.1,0.1,366,-3
ssw,4/20/06,2.1,2.2,0.1,373,-4
ssw,4/20/06,2.2,2.3,0.1,250,0
ssw,4/20/06,2.3,2.3,0,NaN,NaN
6,4/27/06,0,0,0,NaN,NaN
6,4/27/06,0,0.1,0.1,430,-2
6,4/27/06,0.1,0.2,0.1,430,-2
6,4/27/06,0.2,0.3,0.1,430,-2
6,4/27/06,0.3,0.4,0.1,430,-2
6,4/27/06,0.4,0.5,0.1,408,-2
6,4/27/06,0.5,0.6,0.1,520,-2
6,4/27/06,0.6,0.7,0.1,443,-2
6,4/27/06,0.7,0.8,0.1,440,-2
6,4/27/06,0.8,0.9,0.1,480,-2
6,4/27/06,0.9,1,0.1,475,-2
6,4/27/06,1,1.1,0.1,480,-2
6,4/27/06,1.1,1.2,0.1,440,-2
6,4/27/06,1.2,1.3,0.1,420,-3
6,4/27/06,1.3,1.4,0.1,470,-3
6,4/27/06,1.4,1.5,0.1,490,-3
6,4/27/06,1.5,1.6,0.1,387,-2
6,4/27/06,1.6,1.7,0.1,285,-2
6,4/27/06,1.7,1.7,0,NaN,-2
ssw,4/27/06,0,0,0,NaN,NaN
ssw,4/27/06,0,0.05,0.05,421,0
ssw,4/27/06,0.05,0.15,0.1,421,0
ssw,4/27/06,0.15,0.25,0.1,421,0
ssw,4/27/06,0.25,0.35,0.1,399,0
ssw,4/27/06,0.35,0.45,0.1,465,0
ssw,4/27/06,0.45,0.55,0.1,448,0
ssw,4/27/06,0.55,0.65,0.1,438,0
ssw,4/27/06,0.65,0.75,0.1,488,0
ssw,4/27/06,0.75,0.85,0.1,494,0
ssw,4/27/06,0.85,0.95,0.1,453,0
ssw,4/27/06,0.95,1.05,0.1,458,0
ssw,4/27/06,1.05,1.15,0.1,452,0
ssw,4/27/06,1.15,1.25,0.1,444,0
ssw,4/27/06,1.25,1.35,0.1,450,0
ssw,4/27/06,1.35,1.45,0.1,456,0
ssw,4/27/06,1.45,1.55,0.1,443,0
ssw,4/27/06,1.55,1.65,0.1,469,0
ssw,4/27/06,1.65,1.75,0.1,434,0
ssw,4/27/06,1.75,1.85,0.1,421,0
ssw,4/27/06,1.85,1.95,0.1,451,0
ssw,4/27/06,1.95,2.05,0.1,495,0
ssw,4/27/06,2.05,2.15,0.1,422,0
ssw,4/27/06,2.15,2.25,0.1,484,0
ssw,4/27/06,2.25,2.25,0,NaN,0
6,5/4/06,0,0,0,NaN,0
6,5/4/06,0,0.1,0.1,404,-1
6,5/4/06,0.1,0.2,0.1,404,-1
6,5/4/06,0.2,0.3,0.1,395,-1
6,5/4/06,0.3,0.4,0.1,367,-1
6,5/4/06,0.4,0.5,0.1,406,-1
6,5/4/06,0.5,0.6,0.1,413,-1
6,5/4/06,0.6,0.7,0.1,380,-1
6,5/4/06,0.7,0.8,0.1,390,-1
6,5/4/06,0.8,0.9,0.1,432,-1
6,5/4/06,0.9,1,0.1,482,-1
6,5/4/06,1,1.1,0.1,448,-1
6,5/4/06,1.1,1.2,0.1,404,-1
6,5/4/06,1.2,1.3,0.1,403,-1
6,5/4/06,1.3,1.4,0.1,442,-1
6,5/4/06,1.4,1.5,0.1,414,-1
6,5/4/06,1.5,1.6,0.1,446,-1
6,5/4/06,1.6,1.7,0.1,330,0
6,5/4/06,1.7,1.78,0.08,387,0
6,5/4/06,1.78,1.78,0,NaN,0
ssw,5/4/06,0,0,0,NaN,0
ssw,5/4/06,0,0.1,0.1,409,0
ssw,5/4/06,0.1,0.2,0.1,409,0
ssw,5/4/06,0.2,0.3,0.1,391,0
ssw,5/4/06,0.3,0.4,0.1,454,0
ssw,5/4/06,0.4,0.5,0.1,405,0
ssw,5/4/06,0.5,0.6,0.1,407,0
ssw,5/4/06,0.6,0.7,0.1,437,0
ssw,5/4/06,0.7,0.8,0.1,449,0
ssw,5/4/06,0.8,0.9,0.1,469,0
ssw,5/4/06,0.9,1,0.1,445,0
ssw,5/4/06,1,1.1,0.1,451,0
ssw,5/4/06,1.1,1.2,0.1,444,0
ssw,5/4/06,1.2,1.3,0.1,460,0
ssw,5/4/06,1.3,1.4,0.1,429,0
ssw,5/4/06,1.4,1.5,0.1,479,0
ssw,5/4/06,1.5,1.6,0.1,448,0
ssw,5/4/06,1.6,1.7,0.1,442,0
ssw,5/4/06,1.7,1.8,0.1,444,0
ssw,5/4/06,1.8,1.9,0.1,446,0
ssw,5/4/06,1.9,2,0.1,456,0
ssw,5/4/06,2,2.1,0.1,455,0
ssw,5/4/06,2.1,2.2,0.1,505,0
ssw,5/4/06,2.2,2.2,0,NaN,NaN
6,5/9/06,0,0,0,NaN,0
6,5/9/06,0,0.1,0.1,402,-1
6,5/9/06,0.1,0.2,0.1,402,-1
6,5/9/06,0.2,0.3,0.1,402,-1
6,5/9/06,0.3,0.4,0.1,396,-1
6,5/9/06,0.4,0.5,0.1,362,-1
6,5/9/06,0.5,0.6,0.1,427,-1
6,5/9/06,0.6,0.7,0.1,363,-1
6,5/9/06,0.7,0.8,0.1,350,-1
6,5/9/06,0.8,0.9,0.1,382,-1
6,5/9/06,0.9,1,0.1,430,-1
6,5/9/06,1,1.1,0.1,408,-1
6,5/9/06,1.1,1.2,0.1,426,-1
6,5/9/06,1.2,1.3,0.1,405,-1
6,5/9/06,1.3,1.4,0.1,429,-1
6,5/9/06,1.4,1.5,0.1,435,-1
6,5/9/06,1.5,1.6,0.1,465,-1
6,5/9/06,1.6,1.7,0.1,498,-1
6,5/9/06,1.7,1.8,0.1,509,-1
6,5/9/06,1.8,1.9,0.1,303,-2
6,5/9/06,1.9,2,0.1,200,-3
6,5/9/06,2,2,0,NaN,NaN
84,5/9/06,0,0,0,NaN,NaN
84,5/9/06,0,0.1,0.1,NaN,NaN
84,5/9/06,0.1,0.2,0.1,NaN,NaN
84,5/9/06,0.2,0.3,0.1,375,-1
84,5/9/06,0.3,0.4,0.1,380,-1
84,5/9/06,0.4,0.5,0.1,375,-1
84,5/9/06,0.5,0.6,0.1,385,-1
84,5/9/06,0.6,0.7,0.1,375,-1
84,5/9/06,0.7,0.8,0.1,375,-1
84,5/9/06,0.8,0.9,0.1,385,-1
84,5/9/06,0.9,1,0.1,422,-1
84,5/9/06,1,1.1,0.1,400,-1
84,5/9/06,1.1,1.2,0.1,425,-2
84,5/9/06,1.2,1.3,0.1,390,-1
84,5/9/06,1.3,1.4,0.1,340,-1
84,5/9/06,1.4,1.5,0.1,307,-2
84,5/9/06,1.5,1.6,0.1,335,-2
84,5/9/06,1.6,1.7,0.1,345,-3
84,5/9/06,1.7,1.8,0.1,290,-3
84,5/9/06,1.8,1.9,0.1,235,-3
84,5/9/06,1.9,2,0.1,252,-3
84,5/9/06,2,2,0,NaN,NaN
85,5/9/06,0,0,0,NaN,NaN
85,5/9/06,0,0.1,0.1,510,0
85,5/9/06,0.1,0.2,0.1,445,0
85,5/9/06,0.2,0.3,0.1,445,0
85,5/9/06,0.3,0.4,0.1,416,0
85,5/9/06,0.4,0.5,0.1,401,0
85,5/9/06,0.5,0.6,0.1,442,0
85,5/9/06,0.6,0.7,0.1,454,0
85,5/9/06,0.7,0.8,0.1,443,0
85,5/9/06,0.8,0.9,0.1,406,0
85,5/9/06,0.9,1,0.1,406,0
85,5/9/06,1,1.1,0.1,390,0
85,5/9/06,1.1,1.2,0.1,396,0
85,5/9/06,1.2,1.3,0.1,426,0
85,5/9/06,1.3,1.4,0.1,451,0
85,5/9/06,1.4,1.5,0.1,427,0
85,5/9/06,1.5,1.6,0.1,438,0
85,5/9/06,1.6,1.7,0.1,387,-1
85,5/9/06,1.7,1.8,0.1,402,0
85,5/9/06,1.8,1.9,0.1,360,0
85,5/9/06,1.9,2,0.1,259,-2
85,5/9/06,2,2,0,NaN,NaN
g5n,5/9/06,0,0,0,NaN,NaN
g5n,5/9/06,0,0,0,NaN,0
g5n,5/9/06,0,0.1,0.1,402,0
g5n,5/9/06,0.1,0.2,0.1,402,0
g5n,5/9/06,0.2,0.3,0.1,402,0
g5n,5/9/06,0.3,0.4,0.1,402,0
g5n,5/9/06,0.4,0.5,0.1,430,0
g5n,5/9/06,0.5,0.6,0.1,427,0
g5n,5/9/06,0.6,0.7,0.1,449,0
g5n,5/9/06,0.7,0.8,0.1,384,0
g5n,5/9/06,0.8,0.9,0.1,384,0
g5n,5/9/06,0.9,1,0.1,506,0
g5n,5/9/06,1,1.1,0.1,509,0
g5n,5/9/06,1.1,1.2,0.1,442,0
g5n,5/9/06,1.2,1.3,0.1,450,0
g5n,5/9/06,1.3,1.4,0.1,442,0
g5n,5/9/06,1.4,1.5,0.1,466,0
g5n,5/9/06,1.5,1.6,0.1,466,0
g5n,5/9/06,1.6,1.7,0.1,485,0
g5n,5/9/06,1.7,1.8,0.1,397,0
g5n,5/9/06,1.8,1.9,0.1,405,0
g5n,5/9/06,1.9,2,0.1,390,0
g5n,5/9/06,2,2.1,0.1,227,0
g5n,5/9/06,2.1,2.1,0,NaN,0
